code_activity,name_activity,description,ar_name_activity,ar_description,subfield,field,definition
50104,Organisateur de mariages ,,منظم حفلات الزفاف ,,41,5,"L'organisation de mariages en Algérie est une activité pour auto-entrepreneurs qui consiste à planifier, coordonner et mettre en œuvre tous les aspects d'un mariage. Cela peut inclure la recherche de prestataires, la gestion du budget, la décoration, la planification de la cérémonie et de la réception, ainsi que la coordination le jour du mariage."
50103,Conseiller en organisation événementielle,,مستشار في تنظيم التظاهرات,,41,5,"Aide les auto-entrepreneurs algériens à planifier, organiser et gérer des événements spéciaux (mariages, conférences, festivals). Ils offrent des conseils sur le choix du lieu, la gestion du budget, la planification du programme et la promotion de l'événement."
50102,Chef de projet événementiel,,رئيس مشروع في تنظيم التظاهرات,,41,5,"Conception, organisation et coordination d'événements pour des entreprises ou des particuliers, tels que des conférences, des salons, des lancements de produits ou des mariages."
50101,Assistant commercial d'événementiel,,مساعد تجاري في تنظيم التظاهرات,,41,5,"Accompagnement d'entreprises dans l'organisation d'événements professionnels (salons, conférences, team building) : gestion logistique, communication, relations clients, gestion de la billetterie."
40218,Technicien produits électroménager brun,,تقني منتوجات أجهزة كهربائية منزلية داكنة,,40,4,"L'activité de Technicien produits électroménager brun en Algérie consiste à réparer, entretenir et installer des appareils électroménagers de type brun (téléviseurs, moniteurs, systèmes audio, etc.)."
40217,Technicien produits électroménager blanc,,تقني منتوجات أجهزة كهربائية منزلية بيضاء,,40,4,"Activité de réparation, maintenance et dépannage d'appareils électroménagers blancs (réfrigérateurs, congélateurs, lave-linge, lave-vaisselle)."
40216,"Technicien en télévision, hi-fi",,تقني في التلفزيون وأجهزة الصوت عالية الوضوح,,40,4,"Activité consistant à réparer et à installer des équipements de télévision, de hi-fi et de son, tels que téléviseurs, amplificateurs, haut-parleurs et lecteurs audio-vidéo."
40215,Technicien en électroménager,,تقني في الأجهزة الكهرومنزلية,,40,4,"Technicien chargé de la réparation et de l'entretien des appareils électroménagers (réfrigérateurs, lave-linge, fours, etc.), effectuant les diagnostics, les réparations et les remplacements nécessaires en respectant les normes de sécurité et les délais définis."
40214,Technicien dépanneur petits électroménagers,,تقني مصلح أجهزة كهربائية منزلية صغيرة,,40,4,"Réparation de petits appareils électroménagers tels que cafetières, grille-pain, micro-ondes, aspirateurs, ventilateurs et climatiseurs portatifs."
40213,Technicien dépanneur gros électroménagers,,تقني مصلح أجهزة كهربائية منزلية كبيرة,,40,4,"Professionnel intervenant à domicile ou en atelier pour réparer et entretenir les gros appareils électroménagers (réfrigérateurs, machines à laver, fours, etc.) afin d'en assurer la durabilité et le bon fonctionnement."
40212,Technicien de maintenance en appareils électroménagers,,تقني في الصيانة للأجهزة الكهربائية المنزلية,,40,4,"Intervenir sur les appareils électroménagers défectueux chez les particuliers ou en entreprise, diagnostiquer les pannes, effectuer les réparations ou le remplacement de pièces."
40211,Responsable service après-vente-SAVen électroménager,,مسؤول مصلحة ما بعد البيع في أجهزة كهربائية منزلية,,40,4,"Responsable de la gestion des services après-vente et des réparations pour les appareils électroménagers, garantissant la satisfaction des clients en résolvant les problèmes techniques et en fournissant une assistance."
40210,"Réparateur en télévision, hi-fi",,فني صيانة تلفزيون وأجهزة صوت عالية الوضوح,,40,4,"Activité consistant à réparer des appareils de télévision et de haute fidélité, notamment en identifiant les pannes, en remplaçant les pièces défectueuses et en testant les appareils réparés pour garantir leur bon fonctionnement."
40209,Réparateur en électroménager,,فني صيانة أجهزة كهربائية منزلية,,40,4,"Activité consistant à réparer et entretenir les appareils électroménagers (réfrigérateurs, fours, lave-linge, etc.) pour les particuliers et les entreprises. Elle peut inclure le diagnostic, le remplacement de pièces et la maintenance préventive."
40208,Réparateur de matériels photographiques,,مصلح معدات التصوير الفوتوغرافي,,40,4,"Artisan spécialisé dans la réparation et l'entretien des appareils photo, objectifs et accessoires photographiques, assurant leur bon fonctionnement et leur performance optimale."
40207,Réparateur de machines à coudre,,مصلح آلات الخياطة,,40,4,"Artisan spécialisé dans la réparation et l'entretien de machines à coudre, assurant le diagnostic des pannes, le remplacement des pièces défectueuses et le réglage des machines pour un fonctionnement optimal."
40206,Réparateur d'appareils photographiques,,مصلح أجهزة تصوير فوتوغرافي,,40,4,"Réparation et entretien d'appareils photographiques, y compris les objectifs, les flashs et les accessoires."
40205,"Dépanneur en télévision, hi-fi",,مصلح تلفزيون وأجهزة صوت عالية الوضوح,,40,4,"Activité qui consiste à réparer et à entretenir des appareils de télévision et de haute fidélité (chaînes hi-fi, lecteurs de CD, DVD, etc.) pour les particuliers et les professionnels."
40204,Dépanneur en électroménager,,مصلح في مجال الأجهزة الكهربائية المنزلية,,40,4,"Professionnel qui répare les appareils électroménagers défectueux, à domicile ou en atelier."
40203,Dépanneur d'équipements électroménager brun,,مصلح أجهزة كهربائية منزلية داكنة,,40,4,"Intervention à domicile ou en atelier pour la réparation et l'entretien d'appareils électroménagers de type audiovisuel (téléviseurs, lecteurs DVD, etc.) pour les particuliers et les petites entreprises."
